Age,Qualifications,Tasks_completed,Due_tasks,Awards,Experience,AttendancePercentage,promoted
53,M.Tech,50,2,10,8,87.11,1
31,M.Tech,42,17,13,14,91.63,1
43,MBA,92,0,1,29,84.66,1
29,BSC,72,4,7,5,60.09,1
42,M.Tech,66,5,11,24,61.61,1
39,MSC,69,18,0,12,87.12,1
49,M.Tech,77,11,1,23,75.45,1
55,BBA,43,17,11,27,90.33,1
63,MSC,35,0,13,23,81.28,1
60,B.Tech,27,10,9,4,52.86,0
46,B.Tech,24,18,8,12,63.71,0
23,BBA,85,3,7,16,91.02,1
49,MSC,71,18,4,19,57.09,1
26,MSC,77,9,5,27,68.63,1
60,PhD,29,0,13,14,70.48,1
51,BSC,35,8,5,23,77.65,1
39,MBA,22,9,6,3,56.8,0
61,M.Tech,38,3,7,28,57.52,0
44,BSC,63,10,12,20,96.14,1
35,BSC,24,5,14,15,87.76,0
37,PhD,63,14,3,3,75.63,1
22,BBA,74,15,7,18,69.98,1
43,M.Tech,45,10,3,12,60.66,0
64,BBA,36,17,7,1,66.29,0
39,BBA,80,15,8,12,68.9,1
41,PhD,5,2,8,27,85.59,0
51,BSC,76,9,8,27,80.44,1
63,BSC,80,5,11,11,97.93,1
27,MSC,26,15,1,9,75.3,0
32,BSC,35,10,0,7,62.49,0
44,BSC,26,18,4,22,55.47,0
53,BBA,63,6,7,18,99.4,1
28,B.Tech,63,4,11,29,64.4,1
58,BBA,96,3,9,24,65.64,1
39,PhD,1,4,2,18,56.67,0
35,MBA,71,4,6,22,56.19,1
38,BBA,55,11,3,17,67,0
43,B.Tech,46,4,4,18,53.14,0
36,PhD,40,15,1,13,83.67,0
34,M.Tech,85,2,4,11,96.96,1
44,MBA,50,10,9,7,97.1,1
37,MSC,25,5,14,22,93.28,1
61,MBA,76,14,3,19,64.09,1
35,MSC,83,8,10,11,92.02,1
36,BBA,72,10,1,17,73.76,1
63,BBA,43,1,6,24,73.73,1
49,M.Tech,50,1,7,4,84.77,0
63,PhD,29,10,8,17,57.09,0
36,MBA,1,17,7,9,84.84,0
40,BSC,43,17,12,11,96.37,1
36,BSC,82,10,7,25,93.95,1
23,BSC,62,9,8,19,95.77,1
52,BBA,10,8,0,26,70.99,0
48,M.Tech,13,5,4,21,59.05,0
21,B.Tech,42,18,7,8,90.76,1
22,M.Tech,5,14,13,22,91.82,0
61,BSC,17,5,1,20,89.88,1
44,B.Tech,54,16,13,17,54.24,0
28,BSC,22,18,1,4,60.42,0
42,PhD,17,2,0,19,65.13,0
47,PhD,66,9,9,26,97.33,1
42,MBA,52,3,10,16,64.77,1
41,MBA,11,9,2,23,91.06,0
29,MBA,46,13,2,26,80.56,0
55,M.Tech,40,18,7,9,77.03,0
60,MSC,88,17,4,13,53.44,1
31,M.Tech,17,3,13,9,93.54,0
28,BSC,24,10,5,17,73.32,0
50,BSC,11,3,2,17,80.71,0
32,MSC,56,12,9,28,83.51,1
57,BBA,30,5,13,23,83.88,1
32,BSC,86,6,4,10,75.02,1
43,MSC,67,15,13,21,96.77,1
59,BSC,76,13,12,11,57.21,1
52,PhD,68,0,0,9,86.27,1
26,MSC,35,18,5,10,60.79,0
51,MBA,73,0,14,22,83.86,1
36,B.Tech,43,10,9,3,70.12,0
29,BBA,11,4,4,29,99.56,1
44,MSC,98,17,12,21,69.89,1
39,B.Tech,51,3,8,11,62.77,0
51,B.Tech,32,1,2,28,79.22,1
45,MSC,65,4,3,27,60.68,0
47,B.Tech,68,2,7,12,92.99,1
48,BSC,69,14,2,21,59.88,1
57,B.Tech,52,2,12,27,59.26,1
47,MSC,69,13,4,18,72.22,1
58,BBA,82,4,13,11,87.35,1
39,B.Tech,98,13,10,8,64.58,1
28,BSC,55,7,1,4,50.05,0
32,BBA,29,10,0,4,65.96,0
50,BSC,25,5,1,9,95.63,1
58,BSC,56,13,6,22,64.88,1
41,MBA,67,15,1,21,73.33,1
35,M.Tech,87,11,0,21,74.11,1
29,MSC,13,13,6,18,99.76,0
44,BBA,44,14,3,21,90.16,1
22,BBA,90,6,11,16,92.96,1
51,B.Tech,96,6,1,1,86.06,1
38,BBA,44,2,9,19,97.69,1
43,MSC,14,15,8,9,79.6,0
64,BBA,74,11,9,5,65.55,1
55,MSC,65,8,2,14,53.87,0
40,MBA,81,15,13,14,99.9,1
31,BBA,80,0,8,1,58.43,1
42,BSC,41,0,6,26,94.97,1
53,B.Tech,32,8,4,21,97.77,1
23,B.Tech,98,7,10,22,89.53,1
38,B.Tech,36,17,0,1,99.77,0
21,BBA,71,12,2,21,51.37,1
38,MSC,74,14,2,13,75.62,1
64,PhD,1,19,0,13,55.07,0
48,BSC,80,9,14,16,80.73,1
38,BBA,77,7,11,7,54.82,0
39,B.Tech,71,10,2,25,72.38,1
25,BSC,73,15,11,16,61.19,1
47,M.Tech,47,17,10,18,78.45,0
57,BSC,50,9,2,18,50.34,1
62,MBA,97,14,14,11,58.83,1
41,BSC,9,12,2,10,83.63,0
30,M.Tech,78,8,4,9,65.6,1
34,MSC,7,18,2,13,86.82,0
25,MSC,29,16,0,8,63.64,0
40,MSC,7,0,6,21,65.88,0
54,B.Tech,85,7,7,20,75.16,1
60,BSC,15,4,11,28,88.37,0
35,BSC,15,14,3,28,69.35,0
53,PhD,82,14,4,14,58.35,1
23,BBA,96,12,6,18,81.89,1
54,M.Tech,87,19,11,26,64.57,1
49,BSC,11,0,5,14,54.46,0
58,M.Tech,62,3,12,23,82.89,1
40,M.Tech,99,0,1,4,81.39,1
43,M.Tech,52,10,1,6,91.63,0
37,PhD,66,5,12,24,57.39,1
46,BSC,10,14,11,17,54.31,0
47,BBA,36,1,14,21,98.47,1
40,MBA,52,0,5,16,88.78,1
43,PhD,5,7,4,24,57.01,0
47,BBA,18,19,3,23,79.94,0
44,MBA,90,19,4,20,61.46,1
23,PhD,77,0,2,28,80.96,1
52,BBA,3,8,13,27,55.57,0
49,BSC,21,11,14,2,58.75,0
38,BSC,39,2,5,19,50.79,0
37,M.Tech,68,15,11,14,61.22,0
63,M.Tech,13,7,8,17,63.45,0
33,BBA,34,19,1,16,68.83,0
49,B.Tech,92,1,11,29,52.65,1
45,MSC,29,3,0,24,78.03,1
37,M.Tech,45,5,14,14,68.18,1
44,BSC,57,2,5,19,72,1
53,BBA,24,16,7,16,80.29,0
37,MSC,94,7,13,7,90.3,1
25,BBA,31,13,5,7,64.31,0
62,M.Tech,24,9,11,29,75.35,1
29,B.Tech,11,2,14,4,93.11,1
24,PhD,84,19,1,7,65.17,1
43,BBA,68,16,5,26,54.46,1
24,M.Tech,89,7,5,26,81.88,1
39,B.Tech,62,0,3,7,62.48,1
27,MSC,22,16,7,12,61.16,0
51,M.Tech,13,6,9,16,50.58,0
57,PhD,99,2,0,22,54.59,1
62,B.Tech,69,3,10,24,87.2,1
37,PhD,46,10,10,4,80.81,0
35,MSC,82,4,0,10,62.19,1
60,BBA,78,12,1,15,99.27,1
41,B.Tech,91,5,4,6,54.52,1
31,PhD,73,19,3,1,95.77,1
55,B.Tech,61,5,1,7,58.3,0
64,MBA,37,18,11,18,98.58,1
32,PhD,92,9,2,22,71.55,1
60,MBA,36,6,14,7,96.87,1
26,M.Tech,49,0,5,21,93.93,1
44,BBA,65,7,2,21,79.59,1
22,BSC,14,15,12,2,96.25,0
33,BBA,70,2,5,21,87.01,1
55,M.Tech,91,12,2,6,76.11,1
29,BBA,30,17,1,21,80.17,0
27,PhD,91,19,6,5,79.87,1
42,MBA,5,3,3,15,56.8,0
31,BSC,1,4,13,15,81.71,0
43,BBA,50,7,5,5,99.56,0
61,MBA,52,6,7,23,82.98,1
43,BSC,72,3,7,26,56.35,1
55,BBA,83,8,11,2,55.36,0
46,B.Tech,92,15,3,8,81.45,1
37,BSC,13,4,8,24,64.99,0
53,BBA,62,7,3,21,80.12,1
21,PhD,11,12,11,1,71.55,0
60,MBA,42,0,14,25,88.36,1
48,M.Tech,1,3,5,18,78.86,0
49,B.Tech,49,13,3,10,78.07,1
23,PhD,67,12,3,11,91.45,1
63,BSC,53,19,9,4,76.49,0
50,MSC,42,4,1,11,85.21,0
39,MBA,44,2,9,4,58.1,0
61,MSC,54,10,0,2,68.64,0
49,PhD,41,13,13,15,75.15,1
37,B.Tech,90,5,11,22,94.18,1
46,BSC,53,3,7,19,82.59,1
22,B.Tech,16,17,5,10,80.72,0
32,BSC,21,5,8,24,95.24,1
61,BBA,76,5,14,5,87.93,1
48,MBA,48,1,5,22,83.68,1
27,PhD,12,13,2,1,85.13,0
35,BSC,77,15,4,26,72.31,1
45,MSC,39,16,7,12,68.3,0
23,B.Tech,12,10,12,16,82.94,0
50,MBA,18,3,14,25,58.38,0
43,M.Tech,26,14,0,9,57.91,0
27,BSC,99,13,13,1,67.05,1
46,PhD,69,15,14,28,53.12,1
34,PhD,43,8,9,6,90.59,1
24,BSC,5,7,8,27,55.18,0
36,BSC,89,1,8,26,86.14,1
60,PhD,19,1,5,12,80.12,0
47,MBA,96,0,7,22,66.89,1
51,BSC,17,3,10,16,58.32,0
50,PhD,52,9,13,17,94.53,1
29,MSC,46,18,10,2,80.89,0
62,B.Tech,39,18,11,5,88.23,1
48,MSC,1,14,6,7,77.17,0
47,B.Tech,41,19,10,14,73.45,1
42,MBA,62,18,13,8,89.72,1
24,BSC,62,13,4,14,74.65,1
22,B.Tech,72,1,3,15,54.64,1
36,M.Tech,53,15,13,27,59.34,1
60,PhD,75,3,8,5,97.85,1
43,BBA,60,6,6,21,94.73,1
37,MBA,53,1,4,4,69.82,1
48,PhD,22,4,6,11,74.59,0
58,BBA,79,7,12,6,97.67,1
55,MSC,90,4,7,10,85.65,1
48,B.Tech,63,3,4,4,70.99,0
21,BBA,8,18,13,12,89.25,0
48,M.Tech,98,10,13,12,54.59,1
50,B.Tech,85,15,14,7,53.61,1
42,BSC,7,9,2,3,58.18,0
25,PhD,9,13,8,19,72.8,0
52,B.Tech,1,16,6,23,78.82,0
42,BBA,39,19,10,25,77.57,1
39,BBA,20,18,4,18,97.23,0
35,B.Tech,41,8,12,27,55.08,1
59,BSC,3,4,8,7,72.95,0
38,BBA,26,9,2,7,84.42,0
43,BSC,76,8,11,16,53.13,1
23,MSC,52,6,13,8,60.97,0
52,M.Tech,29,18,2,22,86.43,0
57,BSC,41,1,10,6,54.38,0
53,BBA,89,15,2,1,94.68,1
38,MBA,89,14,7,21,54.15,1
28,MSC,6,2,11,3,68.87,0
32,M.Tech,70,3,1,2,86.84,1
45,MBA,97,10,0,16,89.07,1
43,MSC,20,14,12,18,81.13,0
22,BBA,41,7,6,5,63.43,0
49,MSC,22,12,1,25,85.05,0
31,MSC,24,15,1,8,84.24,0
26,B.Tech,9,7,14,5,89.27,0
61,BSC,42,2,0,11,58.44,1
33,MBA,75,9,11,27,58.26,1
51,B.Tech,14,17,6,6,77.24,0
29,MSC,8,6,4,19,80.64,0
58,M.Tech,27,10,12,22,59.02,0
56,B.Tech,98,3,10,19,63.53,1
61,M.Tech,53,12,7,14,88.28,1
62,MSC,82,2,0,18,99.36,1
64,M.Tech,26,11,0,2,80.66,0
39,MBA,17,14,3,17,84.81,0
58,B.Tech,39,14,9,25,50.82,1
47,PhD,22,13,13,23,57.74,0
27,BBA,84,8,14,25,97.18,1
30,M.Tech,99,12,10,25,56.97,1
55,MSC,30,2,11,10,52.14,0
35,MBA,28,19,0,10,61.21,0
61,BBA,93,16,7,22,97.07,1
43,B.Tech,4,6,11,29,95.25,1
23,BSC,92,0,4,16,52.69,1
34,MSC,54,0,10,4,61.94,0
44,M.Tech,81,2,12,23,80.76,1
44,BSC,71,4,12,29,51.9,1
27,PhD,21,2,8,11,67,0
60,BBA,76,19,7,19,68.98,1
51,MSC,43,0,9,21,91.71,1
37,PhD,54,12,9,12,90.83,1
36,B.Tech,82,12,6,6,77.24,1
36,PhD,22,14,0,16,76.8,0
39,B.Tech,69,14,5,5,69.73,0
24,BBA,30,16,4,28,58.16,0
27,M.Tech,21,6,0,6,64.13,0
32,BBA,25,5,6,22,92.46,0
59,MSC,62,19,8,16,55.15,0
54,BSC,26,17,7,17,57.65,0
56,BBA,88,4,3,22,94.24,1
63,MSC,53,10,12,19,79.45,1
61,PhD,31,4,14,4,98.98,1
53,B.Tech,13,13,7,26,64.25,0
21,MBA,39,18,9,20,75.09,1
56,BBA,12,3,10,19,71.57,0
49,PhD,75,7,4,3,97.82,1
29,BSC,31,18,4,23,94.71,0
46,M.Tech,72,2,5,9,67.66,1
64,M.Tech,60,15,14,10,98.48,1
43,PhD,94,9,1,19,71.48,1
22,BSC,77,6,8,13,96.6,1
27,M.Tech,32,0,6,19,89.47,1
58,B.Tech,80,10,1,24,62.03,1
48,MBA,96,10,0,1,65.29,1
60,M.Tech,83,16,10,7,73.57,1
53,BBA,23,16,5,6,92.83,0
22,MSC,40,19,3,25,73.53,0
23,PhD,56,6,8,12,53.15,0
52,BBA,32,4,11,5,68.65,0
46,MSC,50,17,6,8,54.69,0
64,MSC,95,14,6,11,88.87,1
55,B.Tech,6,12,8,13,53.95,0
23,MSC,81,14,7,22,98.07,1
60,M.Tech,70,11,7,17,77.51,1
25,PhD,47,11,13,15,69.84,0
41,MBA,58,16,8,9,96,1
62,B.Tech,14,10,3,26,73.27,0
59,M.Tech,90,13,6,18,58.68,1
41,PhD,63,6,1,8,75.94,0
26,MSC,7,10,7,8,65.56,0
63,BSC,55,4,8,8,52.95,1
50,PhD,92,5,3,23,79.8,1
35,BSC,7,3,1,7,62.13,0
22,PhD,46,3,0,14,70.79,0
63,MSC,35,16,13,13,58.56,0
47,PhD,60,7,14,25,70.22,1
43,MBA,87,13,8,20,59.22,1
25,MBA,66,2,0,29,58.05,1
45,BBA,42,12,2,1,98.54,1
25,B.Tech,91,18,4,12,78.93,1
57,BSC,5,19,2,17,73.4,0
31,BSC,82,9,6,16,58.44,1
56,MBA,50,10,9,1,90.34,1
54,MSC,33,11,6,6,53.04,0
38,PhD,4,11,1,29,91.9,0
25,B.Tech,37,0,4,16,50.76,0
31,B.Tech,56,7,2,13,76.02,0
27,MSC,99,13,13,22,62.99,1
53,MSC,33,9,7,1,59.73,0
57,MSC,14,10,6,12,89.03,0
23,BSC,38,18,3,6,95.55,0
24,B.Tech,73,3,13,1,85.21,1
22,M.Tech,20,2,9,27,51.03,0
35,BBA,81,16,14,26,99.66,1
41,BBA,94,7,10,3,59.73,1
63,BSC,47,10,9,29,87.74,1
41,MSC,97,10,14,7,52.61,1
63,PhD,55,1,9,22,64.12,1
28,MBA,56,4,13,10,65.72,0
35,MSC,39,16,8,7,61.51,0
29,MBA,80,14,14,2,95.4,1
46,PhD,90,10,11,4,95.52,1
44,BSC,64,6,3,13,70.03,1
46,M.Tech,17,11,6,8,97.29,0
23,PhD,69,9,6,27,78.17,1
58,MBA,87,13,2,20,61.48,1
38,M.Tech,19,6,12,17,93.69,1
37,BBA,58,2,5,23,53.65,1
27,BSC,98,14,4,18,83.73,1
38,BSC,22,2,7,16,96.89,0
53,B.Tech,57,18,7,28,93.28,1
30,PhD,71,1,5,6,83.94,1
35,BBA,80,15,6,15,60.75,1
29,BSC,47,14,0,20,93.98,1
61,BSC,8,1,12,25,64.43,0
46,M.Tech,37,8,9,13,62,0
55,M.Tech,23,2,14,1,99.35,0
44,M.Tech,38,0,3,14,84.25,0
48,M.Tech,73,7,6,12,72.41,1
22,BBA,36,13,8,10,70.19,0
34,PhD,17,0,13,28,83.29,1
34,MBA,62,11,5,28,73.5,1
39,BBA,42,13,1,25,67.62,0
25,BSC,99,13,4,19,99.39,1
46,MBA,28,11,2,14,54.81,0
32,M.Tech,62,2,3,10,86.19,1
60,PhD,13,16,0,4,63,0
29,PhD,46,19,7,10,98.31,0
26,B.Tech,87,7,14,1,61.23,1
62,B.Tech,6,1,3,4,97.18,0
21,B.Tech,65,7,9,3,94.07,1
29,M.Tech,73,11,5,16,61.05,1
21,M.Tech,65,13,14,7,79.38,1
27,BSC,3,9,13,26,92.06,0
58,MBA,29,9,13,25,57.05,1
55,BBA,48,6,4,13,63.75,0
44,B.Tech,85,19,8,22,85.16,1
30,MBA,6,2,8,5,91.28,0
28,MSC,2,7,5,18,94.41,0
59,B.Tech,66,2,9,6,53.06,0
29,M.Tech,40,18,7,16,98.45,0
21,MBA,69,2,7,8,94.17,1
64,B.Tech,9,1,10,4,75.43,0
41,PhD,60,0,7,22,87.45,1
46,MSC,18,4,2,6,74.92,0
63,MSC,80,2,7,19,54.92,1
33,M.Tech,19,1,2,25,81.03,1
64,BBA,54,9,6,19,59.02,1
29,MBA,54,4,9,29,97.58,1
61,BBA,95,1,10,13,65.19,1
57,BBA,32,13,6,2,85.86,1
51,PhD,11,9,0,13,78.06,0
51,BSC,72,14,0,2,82.82,1
22,PhD,70,0,4,22,73.52,1
27,BBA,67,9,4,2,57.84,0
44,BSC,32,3,2,9,68.82,0
25,BBA,51,16,3,18,87.78,1
30,PhD,62,2,0,9,50.51,0
64,PhD,59,3,6,3,75.72,1
34,MBA,12,1,12,23,60.2,0
54,BBA,16,12,5,3,67.47,0
57,MSC,79,14,6,4,96.17,1
30,BSC,9,7,5,28,73.77,0
44,MSC,22,5,9,17,88.35,0
52,BBA,1,5,12,4,68.6,0
22,MSC,11,1,4,12,67.15,0
28,MBA,18,0,7,22,77.05,1
53,B.Tech,94,6,1,20,98.59,1
32,MBA,13,3,5,2,95.6,0
33,MSC,25,11,6,6,96.6,1
58,B.Tech,15,17,12,20,53.19,0
61,B.Tech,62,8,12,6,54.26,1
62,M.Tech,61,17,10,16,93.93,1
59,B.Tech,77,17,6,7,68.97,1
33,PhD,80,6,11,10,69.51,1
21,MSC,68,13,4,29,85.43,1
57,B.Tech,12,16,14,10,52.02,0
40,M.Tech,60,8,11,22,62.26,0
60,B.Tech,44,6,6,9,96.88,0
63,MSC,92,0,0,15,65.43,1
50,MSC,46,3,8,1,98.78,1
25,MBA,47,8,8,7,64.7,0
36,M.Tech,24,11,9,23,72.91,0
49,MBA,55,1,13,10,63.37,0
48,PhD,31,4,3,10,56.03,0
27,PhD,76,4,2,3,84.76,1
24,MBA,48,0,9,15,60.67,1
45,MBA,16,17,1,20,73.44,0
50,MSC,42,14,14,16,74.85,0
58,B.Tech,71,5,7,13,98.43,1
49,BSC,91,11,3,27,73.33,1
43,PhD,68,8,1,20,79.1,1
52,PhD,24,2,2,3,76.06,0
53,MSC,22,6,14,11,72.15,0
39,MSC,96,1,3,14,83.84,1
55,BSC,22,16,13,28,64.33,0
64,M.Tech,81,17,12,12,60.61,1
28,BBA,60,0,0,18,87.77,1
46,PhD,62,1,5,29,56.44,1
57,MSC,68,7,4,4,63.17,1
48,PhD,26,10,3,29,79.78,0
53,B.Tech,58,1,8,29,54.7,1
31,M.Tech,5,5,6,14,91.1,0
23,BSC,25,11,14,5,83.37,1
60,B.Tech,97,15,12,20,84.83,1
38,MBA,46,0,11,17,55.05,0
52,MSC,83,1,12,8,82.68,1
64,M.Tech,77,4,0,29,63.48,1
36,BSC,11,16,2,24,85.36,0
23,MBA,74,9,12,25,81.19,1
35,BSC,24,17,10,28,84.45,1
40,B.Tech,32,0,14,27,93.99,1
36,BBA,45,13,13,15,91.47,1
35,MSC,59,18,11,20,52.65,1
59,PhD,74,4,3,20,56.47,1
33,BSC,19,7,6,18,60.58,0
56,PhD,28,12,14,20,89.89,0
55,M.Tech,34,14,2,15,71.59,0
25,PhD,84,17,14,13,66.93,1
58,B.Tech,55,5,8,25,79.43,1
38,M.Tech,55,12,7,15,86.01,1
29,M.Tech,99,2,10,9,70.73,1
58,MSC,43,15,14,10,74.92,1
52,PhD,17,4,5,25,84.76,1
41,M.Tech,93,14,4,20,56.05,1
62,MBA,54,2,0,8,57.56,1
45,PhD,60,18,1,20,54.87,1
36,MBA,3,19,7,5,77.88,0
63,PhD,65,4,11,8,74.08,1
54,PhD,80,16,10,18,63.78,1
24,B.Tech,28,0,10,17,52.98,0
31,PhD,51,17,6,18,54.46,1
24,BBA,96,3,11,9,87.22,1
38,PhD,5,5,1,7,98.69,0
30,MBA,32,9,14,22,92.21,1
64,MSC,17,4,14,23,59.72,0
35,M.Tech,13,4,14,11,62.01,0
46,BBA,42,2,6,10,74.27,1
55,MBA,55,6,0,9,55.95,0
44,BSC,45,1,12,29,85.23,1
59,B.Tech,59,13,12,20,75.49,1
52,MBA,69,10,14,12,57.14,1
43,B.Tech,79,11,5,11,92.42,1
40,BSC,78,12,1,10,77.25,1
44,MSC,57,10,3,25,57.88,1
61,MSC,65,8,9,12,77.74,1
46,BBA,39,16,1,17,73.71,0
44,MBA,15,7,0,23,71.76,0
52,M.Tech,15,2,6,11,90.25,1
27,BBA,7,5,6,1,62.23,0
48,MBA,6,4,11,20,94.55,1
45,MSC,93,7,0,20,99.27,1
21,PhD,51,5,2,23,99.32,1
36,B.Tech,16,4,14,1,97.56,0
51,BSC,88,11,1,4,72.68,1
57,MBA,32,2,6,16,74.5,1
30,PhD,13,6,13,1,96.47,0
36,MSC,10,6,8,10,82.22,0
44,BBA,36,9,2,3,94.99,0
56,BSC,87,10,8,19,56.72,1
39,MSC,48,9,5,11,66.3,0
30,BBA,70,0,1,29,70.41,1
36,BBA,48,2,6,27,87.61,1
37,BSC,22,9,7,8,59.3,0
60,MBA,43,18,7,27,81.33,1
52,PhD,12,2,0,5,89.44,0
28,B.Tech,85,1,9,21,71.38,1
28,BBA,65,17,12,11,52.65,1
45,MSC,49,10,2,26,81.93,1
62,BBA,43,18,8,12,69.25,1
40,PhD,91,13,14,18,59.61,1
46,PhD,49,2,8,20,92.08,1
55,MSC,1,1,8,27,58.08,0
64,BBA,92,9,7,13,84.76,1
57,MSC,98,4,3,17,77.3,1
57,MBA,17,15,5,27,89.2,0
58,BBA,81,14,11,5,78.4,1
34,BSC,75,19,5,16,84.11,1
60,BSC,29,17,2,23,61.07,0
62,M.Tech,44,4,9,5,82.72,1
28,MSC,59,13,2,12,78.29,1
46,BBA,40,14,13,7,78.49,0
57,MBA,14,16,3,18,71.92,0
41,B.Tech,1,6,0,25,67.08,0
55,BSC,90,14,14,26,50.3,1
41,BSC,25,15,6,23,71.4,0
25,MSC,68,3,11,7,56.34,1
48,BBA,28,2,10,15,98.46,1
25,BSC,97,10,5,27,50.89,1
40,MSC,95,17,3,22,71.12,1
46,BSC,65,18,1,9,83.2,0
41,B.Tech,1,2,13,11,91.89,0
33,B.Tech,18,5,3,21,57.82,0
44,MBA,33,2,7,23,74.08,0
64,MSC,36,12,9,24,75.53,0
45,BSC,64,12,0,1,96.83,1
52,M.Tech,87,1,6,9,71.71,1
26,MSC,35,16,6,19,54.53,0
28,BBA,61,15,10,20,53.78,0
47,MSC,95,5,7,13,73.77,1
22,BBA,93,5,6,4,73.58,1
44,B.Tech,36,12,4,1,88.23,0
39,B.Tech,15,11,12,23,76.51,1
40,MSC,55,7,10,26,69.03,0
35,MBA,63,12,4,14,88.09,1
25,B.Tech,45,11,7,3,50.98,0
61,BBA,38,18,7,25,66.75,1
35,PhD,2,7,14,9,75.72,0
56,M.Tech,30,5,7,8,94.45,0
59,B.Tech,21,19,3,26,61.83,0
37,BSC,97,19,4,2,63.09,1
62,BBA,79,15,8,13,63.81,1
28,MBA,45,8,5,12,57.12,0
40,MBA,71,5,2,1,97.34,1
24,BBA,15,14,9,1,73.82,0
53,PhD,39,9,2,20,69.73,0
28,MSC,84,12,3,21,95.09,1
59,BSC,83,9,6,5,59.57,0
41,BBA,99,8,11,5,90.15,1
62,M.Tech,30,16,5,11,92.14,0
42,MBA,34,6,7,21,56.54,0
50,M.Tech,39,12,13,12,73.18,1
27,B.Tech,34,12,11,29,65.22,0
46,B.Tech,65,0,8,11,72.22,0
50,MSC,87,16,4,11,80.42,1
58,BBA,77,5,9,16,96.33,1
28,BSC,71,4,8,29,73.35,1
31,MSC,81,17,9,12,56.35,1
31,M.Tech,43,1,8,15,97.88,1
57,PhD,4,9,13,11,91.61,0
48,B.Tech,81,9,11,2,77.8,1
33,MSC,96,8,1,15,52.92,1
56,BBA,25,8,1,27,86.29,1
29,MSC,96,16,4,16,89.45,1
37,PhD,15,0,13,23,91.26,1
26,M.Tech,34,6,8,15,79.39,0
59,BSC,45,2,6,29,77.24,1
47,B.Tech,2,13,7,16,98.15,0
39,BBA,44,19,9,13,69.06,0
48,PhD,49,11,8,23,86.32,1
61,B.Tech,35,4,3,20,77.68,0
33,MSC,88,13,12,20,75.61,1
23,M.Tech,1,15,12,4,80.02,0
28,BSC,96,4,1,29,90.77,1
51,PhD,28,15,1,14,65.54,0
22,B.Tech,67,12,6,2,80.98,1
51,BSC,26,6,2,24,92.72,1
44,M.Tech,75,15,2,8,68.82,1
28,PhD,15,5,7,18,89.88,0
60,MSC,83,9,10,8,68.71,1
39,MBA,88,3,9,26,59.52,1
43,MBA,9,13,11,2,60.09,0
47,MBA,83,8,11,5,54.73,1
26,BSC,5,15,8,11,59.09,0
21,MSC,6,10,10,11,70.41,0
43,MSC,10,18,13,19,93.95,1
39,MSC,65,9,0,3,68.91,1
49,BSC,30,3,13,8,56.04,0
45,B.Tech,9,17,11,12,51.5,0
61,MSC,91,7,8,8,95.94,1
32,BBA,57,11,1,6,50.52,0
26,BSC,38,13,9,17,55.71,0
59,M.Tech,92,7,9,26,67.16,1
26,BBA,21,13,5,20,68.34,0
46,MBA,44,9,9,2,61.18,0
50,BSC,22,6,3,10,93.52,0
25,B.Tech,53,3,9,25,60.31,1
56,B.Tech,61,6,9,1,56.82,0
22,MSC,31,5,12,13,72.08,0
43,B.Tech,55,19,0,28,67.87,1
54,BSC,61,17,3,29,89.55,1
32,MSC,41,2,13,2,57.97,0
36,BSC,53,10,2,14,51.25,0
35,B.Tech,36,9,7,18,78.83,0
42,BSC,34,19,2,29,99.54,1
56,M.Tech,1,13,0,16,98.57,0
50,B.Tech,2,12,6,9,81.41,0
38,MSC,91,17,9,28,52.71,1
49,BBA,14,13,5,20,85.59,0
55,B.Tech,27,1,6,20,55.93,0
47,BSC,98,5,10,7,56.11,1
41,PhD,66,19,12,24,52.83,1
56,BBA,78,1,10,28,77.73,1
45,MSC,42,9,13,22,97.51,1
26,MSC,98,17,11,15,74.47,1
48,MSC,15,12,11,29,88.93,1
61,BBA,95,14,8,4,89.14,1
44,MSC,26,17,10,9,81.45,1
40,BSC,23,15,5,14,94.03,0
51,BSC,70,11,0,19,92.91,1
32,B.Tech,74,8,1,16,56.56,1
62,BBA,95,6,2,25,90.22,1
22,B.Tech,64,4,9,18,56.35,1
53,M.Tech,88,9,10,6,81.32,1
26,BBA,62,4,1,15,73.55,1
63,B.Tech,36,5,7,13,89.2,1
57,PhD,56,6,11,26,95.68,1
22,BSC,19,6,10,28,76.45,1
25,MSC,25,6,14,12,92.74,1
21,BSC,75,13,6,24,87.3,1
27,PhD,98,4,7,3,90.06,1
55,BBA,59,17,12,20,74.18,1
55,BSC,87,7,14,17,84.12,1
56,BBA,40,11,4,13,95.89,1
56,BSC,34,13,5,26,51.72,0
43,BBA,51,17,7,6,82.7,0
40,B.Tech,76,4,6,24,70.2,1
42,MSC,51,5,1,13,65.35,1
46,BBA,36,13,10,9,97.85,1
34,MSC,33,17,11,6,78.04,0
38,M.Tech,79,10,9,12,96.51,1
30,BSC,96,19,5,9,88.18,1
41,BBA,47,19,0,5,90.15,0
27,MBA,23,8,9,29,87.93,0
56,MBA,98,14,7,27,93.16,1
33,PhD,64,10,11,3,54.27,0
31,MSC,78,0,11,29,78.31,1
31,M.Tech,66,1,8,24,69.24,1
29,PhD,6,3,9,26,68.81,0
63,M.Tech,10,16,9,14,89.6,0
45,BBA,67,10,8,22,50.36,0
46,M.Tech,32,7,7,18,89.73,1
29,BBA,86,10,2,25,91.51,1
40,BSC,95,9,14,28,69.92,1
